,country,year,no_schooling,total_primary,completed_primary,total_secondary,completed_secondary,total_tertiary,completed_tertiary,avg_years_total_schooling,avg_years_primary_schooling,avg_years_secondary_schooling,avg_years_tertiary_schooling,population_1000s,region,iso_alpha
1725,Guatemala,1915,71.9,26.2,8.0,1.8,1.0,0.2,0.2,1.23,1.15,0.08,0.01,893.0,Latin America and the Caribbean,GTM
1726,Guatemala,1920,69.0,29.1,9.1,1.7,0.9,0.2,0.2,1.34,1.26,0.08,0.01,1180.0,Latin America and the Caribbean,GTM
1727,Guatemala,1925,70.1,28.0,8.9,1.6,0.9,0.3,0.2,1.31,1.22,0.08,0.01,969.0,Latin America and the Caribbean,GTM
1728,Guatemala,1930,70.3,27.6,9.0,1.8,1.0,0.3,0.2,1.32,1.23,0.09,0.01,997.0,Latin America and the Caribbean,GTM
1729,Guatemala,1935,67.8,29.8,10.1,2.1,1.2,0.3,0.2,1.44,1.34,0.1,0.01,1090.0,Latin America and the Caribbean,GTM
1730,Guatemala,1940,68.1,29.4,10.2,2.3,1.3,0.3,0.2,1.45,1.34,0.1,0.01,1764.0,Latin America and the Caribbean,GTM
1731,Guatemala,1945,68.7,28.9,10.3,2.2,1.2,0.3,0.2,1.44,1.32,0.1,0.01,1301.0,Latin America and the Caribbean,GTM
1732,Guatemala,1950,69.0,28.1,5.8,2.5,1.4,0.4,0.2,1.32,1.19,0.11,0.01,1664.0,Latin America and the Caribbean,GTM
1733,Guatemala,1955,69.3,27.2,6.0,2.9,1.6,0.5,0.3,1.35,1.2,0.14,0.02,1882.0,Latin America and the Caribbean,GTM
1734,Guatemala,1960,69.2,26.6,6.0,3.5,1.7,0.6,0.4,1.41,1.23,0.16,0.02,2135.0,Latin America and the Caribbean,GTM
1735,Guatemala,1965,68.2,26.9,6.7,4.3,1.9,0.6,0.4,1.51,1.3,0.18,0.02,2464.0,Latin America and the Caribbean,GTM
1736,Guatemala,1970,64.3,29.2,7.2,5.5,2.6,1.0,0.6,1.78,1.48,0.26,0.03,2843.0,Latin America and the Caribbean,GTM
1737,Guatemala,1975,59.4,32.2,8.1,7.3,3.4,1.1,0.7,2.11,1.71,0.36,0.04,3248.0,Latin America and the Caribbean,GTM
1738,Guatemala,1980,46.5,40.9,11.4,10.5,5.2,2.0,1.5,2.94,2.32,0.56,0.07,3624.0,Latin America and the Caribbean,GTM
1739,Guatemala,1985,42.4,43.9,14.5,11.4,5.8,2.2,1.6,3.27,2.57,0.62,0.08,4061.0,Latin America and the Caribbean,GTM
1740,Guatemala,1990,37.7,46.2,15.6,13.6,7.2,2.5,1.8,3.66,2.82,0.75,0.09,4563.0,Latin America and the Caribbean,GTM
1741,Guatemala,1995,33.8,48.5,16.4,14.9,8.6,2.8,2.0,3.96,3.01,0.86,0.1,5130.0,Latin America and the Caribbean,GTM
1742,Guatemala,2000,30.2,49.3,17.1,17.8,11.6,2.7,2.1,4.35,3.22,1.03,0.1,5792.0,Latin America and the Caribbean,GTM
1743,Guatemala,2005,27.5,53.5,20.2,16.7,8.8,2.3,1.8,4.33,3.35,0.9,0.08,6610.0,Latin America and the Caribbean,GTM
1744,Guatemala,2010,19.2,52.7,22.9,28.1,14.5,0.0,0.0,5.21,3.95,1.26,0.0,7666.0,Latin America and the Caribbean,GTM
1749,Guyana,1870,93.0,7.0,1.9,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.0,146.0,Latin America and the Caribbean,GUY
1750,Guyana,1875,89.7,10.3,2.8,0.0,0.0,0.0,0.0,0.4,0.39,0.0,0.0,153.0,Latin America and the Caribbean,GUY
1751,Guyana,1880,83.1,16.9,4.7,0.0,0.0,0.0,0.0,0.65,0.65,0.0,0.0,160.0,Latin America and the Caribbean,GUY
1752,Guyana,1885,76.7,23.3,6.5,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,167.0,Latin America and the Caribbean,GUY
1753,Guyana,1890,70.4,29.6,8.3,0.0,0.0,0.0,0.0,1.14,1.14,0.0,0.0,175.0,Latin America and the Caribbean,GUY
1754,Guyana,1895,65.5,34.5,9.8,0.0,0.0,0.0,0.0,1.34,1.33,0.0,0.0,183.0,Latin America and the Caribbean,GUY
1755,Guyana,1900,58.7,41.3,11.9,0.0,0.0,0.0,0.0,1.6,1.6,0.0,0.0,192.0,Latin America and the Caribbean,GUY
1756,Guyana,1905,52.8,47.1,13.8,0.1,0.0,0.0,0.0,1.84,1.83,0.0,0.0,201.0,Latin America and the Caribbean,GUY
1757,Guyana,1910,48.2,51.7,15.4,0.1,0.0,0.0,0.0,2.02,2.02,0.01,0.0,189.0,Latin America and the Caribbean,GUY
1758,Guyana,1915,41.2,58.2,17.7,0.6,0.2,0.0,0.0,2.35,2.31,0.04,0.0,216.0,Latin America and the Caribbean,GUY
1759,Guyana,1920,35.1,63.8,19.8,1.1,0.4,0.1,0.0,2.64,2.57,0.06,0.0,191.0,Latin America and the Caribbean,GUY
1760,Guyana,1925,32.1,66.3,21.0,1.5,0.5,0.1,0.0,2.81,2.72,0.09,0.0,224.0,Latin America and the Caribbean,GUY
1761,Guyana,1930,30.2,66.5,21.5,3.0,1.0,0.3,0.1,3.04,2.84,0.19,0.01,189.0,Latin America and the Caribbean,GUY
1762,Guyana,1935,26.2,69.8,23.2,3.7,1.3,0.3,0.1,3.27,3.03,0.23,0.01,230.0,Latin America and the Caribbean,GUY
1763,Guyana,1940,22.1,73.3,25.1,4.3,1.5,0.4,0.2,3.51,3.23,0.27,0.01,234.0,Latin America and the Caribbean,GUY
1764,Guyana,1945,20.4,74.3,26.1,4.9,1.8,0.4,0.2,3.66,3.33,0.31,0.01,217.0,Latin America and the Caribbean,GUY
1765,Guyana,1950,18.1,75.7,44.6,5.7,2.2,0.5,0.3,4.36,3.98,0.36,0.02,230.0,Latin America and the Caribbean,GUY
1766,Guyana,1955,15.5,76.7,45.2,7.1,2.7,0.7,0.4,4.6,4.12,0.46,0.02,248.0,Latin America and the Caribbean,GUY
1767,Guyana,1960,12.8,77.0,45.6,9.5,3.5,0.7,0.4,4.91,4.29,0.6,0.02,275.0,Latin America and the Caribbean,GUY
1768,Guyana,1965,10.2,74.9,44.5,14.1,4.7,0.8,0.5,5.35,4.47,0.85,0.02,320.0,Latin America and the Caribbean,GUY
1769,Guyana,1970,7.5,73.4,43.2,18.3,6.3,0.8,0.4,5.76,4.64,1.09,0.02,346.0,Latin America and the Caribbean,GUY
1770,Guyana,1975,5.9,70.9,41.6,21.9,8.1,1.3,0.7,6.16,4.77,1.35,0.04,382.0,Latin America and the Caribbean,GUY
1771,Guyana,1980,4.6,66.5,38.8,27.3,11.0,1.6,0.9,6.65,4.9,1.7,0.05,420.0,Latin America and the Caribbean,GUY
1772,Guyana,1985,4.9,60.4,35.2,33.3,14.5,1.4,0.8,7.04,4.95,2.05,0.04,429.0,Latin America and the Caribbean,GUY
1773,Guyana,1990,5.1,56.2,32.7,37.3,17.6,1.3,0.7,7.27,4.99,2.25,0.04,428.0,Latin America and the Caribbean,GUY
1774,Guyana,1995,5.3,47.1,27.4,46.8,23.0,0.8,0.5,7.92,5.09,2.8,0.03,453.0,Latin America and the Caribbean,GUY
1775,Guyana,2000,5.2,40.3,23.4,54.5,27.6,0.1,0.1,8.43,5.18,3.24,0.0,479.0,Latin America and the Caribbean,GUY
1776,Guyana,2005,5.2,35.7,20.7,58.9,31.2,0.2,0.1,8.79,5.24,3.55,0.01,492.0,Latin America and the Caribbean,GUY
1777,Guyana,2010,4.2,32.1,18.6,63.2,34.8,0.4,0.2,9.0,5.34,3.65,0.01,503.0,Latin America and the Caribbean,GUY
1782,Honduras,1870,92.4,7.2,1.8,0.3,0.2,0.0,0.0,0.31,0.29,0.01,0.0,230.0,Latin America and the Caribbean,HND
1783,Honduras,1875,91.0,8.6,2.0,0.4,0.2,0.0,0.0,0.36,0.34,0.02,0.0,243.0,Latin America and the Caribbean,HND
1784,Honduras,1880,89.3,10.2,2.3,0.5,0.3,0.0,0.0,0.43,0.41,0.02,0.0,255.0,Latin America and the Caribbean,HND
1785,Honduras,1885,87.4,12.0,2.5,0.6,0.4,0.0,0.0,0.5,0.47,0.03,0.0,264.0,Latin America and the Caribbean,HND
1786,Honduras,1890,85.1,14.2,3.0,0.7,0.4,0.0,0.0,0.59,0.56,0.03,0.0,273.0,Latin America and the Caribbean,HND
1787,Honduras,1895,82.7,16.5,3.5,0.8,0.5,0.0,0.0,0.68,0.65,0.03,0.0,276.0,Latin America and the Caribbean,HND
1788,Honduras,1900,80.1,19.0,4.0,0.8,0.5,0.1,0.0,0.78,0.74,0.04,0.0,279.0,Latin America and the Caribbean,HND
1789,Honduras,1905,76.0,22.7,4.7,1.2,0.7,0.1,0.1,0.96,0.9,0.05,0.0,309.0,Latin America and the Caribbean,HND
1790,Honduras,1910,72.7,25.6,5.4,1.5,0.9,0.2,0.1,1.11,1.03,0.07,0.01,343.0,Latin America and the Caribbean,HND
1791,Honduras,1915,70.1,27.9,5.8,1.7,1.1,0.3,0.1,1.23,1.13,0.09,0.01,374.0,Latin America and the Caribbean,HND
1792,Honduras,1920,63.9,32.9,6.9,2.9,1.8,0.3,0.2,1.53,1.39,0.13,0.01,396.0,Latin America and the Caribbean,HND
1793,Honduras,1925,63.1,33.5,7.0,3.1,1.9,0.3,0.2,1.57,1.42,0.14,0.01,466.0,Latin America and the Caribbean,HND
1794,Honduras,1930,64.2,32.2,6.7,3.3,2.0,0.3,0.2,1.55,1.39,0.15,0.01,465.0,Latin America and the Caribbean,HND
1795,Honduras,1935,65.7,30.5,6.4,3.4,2.2,0.4,0.3,1.51,1.34,0.16,0.01,529.0,Latin America and the Caribbean,HND
1796,Honduras,1940,65.7,30.3,6.4,3.5,2.2,0.4,0.3,1.52,1.34,0.16,0.01,615.0,Latin America and the Caribbean,HND
1797,Honduras,1945,64.2,31.7,6.6,3.6,2.3,0.4,0.3,1.57,1.39,0.17,0.01,666.0,Latin America and the Caribbean,HND
1798,Honduras,1950,62.3,33.6,6.9,3.6,2.3,0.5,0.3,1.65,1.46,0.17,0.02,726.0,Latin America and the Caribbean,HND
1799,Honduras,1955,59.9,35.6,7.1,4.0,2.5,0.5,0.3,1.75,1.55,0.19,0.02,838.0,Latin America and the Caribbean,HND
1800,Honduras,1960,56.5,38.3,7.9,4.7,2.9,0.5,0.3,1.93,1.7,0.21,0.01,969.0,Latin America and the Caribbean,HND
1801,Honduras,1965,51.7,42.1,7.7,5.5,3.3,0.6,0.3,2.13,1.86,0.25,0.02,1122.0,Latin America and the Caribbean,HND
1802,Honduras,1970,47.3,45.4,8.5,6.5,3.7,0.8,0.4,2.38,2.05,0.31,0.02,1280.0,Latin America and the Caribbean,HND
1803,Honduras,1975,42.8,48.4,11.5,7.8,4.2,0.9,0.5,2.73,2.32,0.38,0.03,1489.0,Latin America and the Caribbean,HND
1804,Honduras,1980,32.2,52.7,17.3,12.8,6.2,2.3,1.1,3.74,3.01,0.67,0.07,1789.0,Latin America and the Caribbean,HND
1805,Honduras,1985,23.0,55.6,20.8,18.3,9.3,3.1,1.8,4.65,3.57,0.98,0.1,2131.0,Latin America and the Caribbean,HND
1806,Honduras,1990,19.1,57.3,25.1,20.2,9.7,3.4,2.0,5.07,3.89,1.07,0.11,2526.0,Latin America and the Caribbean,HND
1807,Honduras,1995,15.5,57.4,26.7,23.2,10.3,3.9,2.2,5.47,4.15,1.2,0.12,2986.0,Latin America and the Caribbean,HND
1808,Honduras,2000,12.8,56.9,29.7,25.6,11.4,4.7,2.6,5.87,4.41,1.32,0.15,3519.0,Latin America and the Caribbean,HND
1809,Honduras,2005,11.1,53.8,29.0,30.3,13.9,4.7,2.8,6.24,4.59,1.5,0.15,4103.0,Latin America and the Caribbean,HND
1810,Honduras,2010,9.8,49.3,27.5,37.1,17.9,3.8,2.5,6.6,4.76,1.72,0.12,4756.0,Latin America and the Caribbean,HND
1815,Jamaica,1870,78.5,21.5,6.6,0.0,0.0,0.0,0.0,0.85,0.84,0.0,0.0,285.0,Latin America and the Caribbean,JAM
1816,Jamaica,1875,76.3,23.7,7.0,0.0,0.0,0.0,0.0,0.93,0.92,0.0,0.0,305.0,Latin America and the Caribbean,JAM
1817,Jamaica,1880,73.3,26.6,7.2,0.0,0.0,0.0,0.0,1.02,1.02,0.0,0.0,325.0,Latin America and the Caribbean,JAM
1818,Jamaica,1885,68.0,32.0,8.9,0.0,0.0,0.0,0.0,1.23,1.23,0.0,0.0,349.0,Latin America and the Caribbean,JAM
1819,Jamaica,1890,61.0,39.0,11.0,0.0,0.0,0.0,0.0,1.51,1.5,0.0,0.0,366.0,Latin America and the Caribbean,JAM
1820,Jamaica,1895,53.6,46.3,13.2,0.0,0.0,0.0,0.0,1.79,1.79,0.0,0.0,391.0,Latin America and the Caribbean,JAM
1821,Jamaica,1900,48.1,51.4,14.8,0.6,0.2,0.0,0.0,2.05,2.02,0.02,0.0,410.0,Latin America and the Caribbean,JAM
1822,Jamaica,1905,41.0,58.3,17.1,0.6,0.2,0.1,0.0,2.34,2.31,0.03,0.0,433.0,Latin America and the Caribbean,JAM
1823,Jamaica,1910,36.9,61.8,18.5,1.1,0.4,0.1,0.0,2.54,2.48,0.05,0.0,471.0,Latin America and the Caribbean,JAM
1824,Jamaica,1915,34.6,63.6,19.4,1.7,0.5,0.1,0.1,2.68,2.6,0.07,0.0,478.0,Latin America and the Caribbean,JAM
1825,Jamaica,1920,32.1,65.6,20.4,2.2,0.7,0.1,0.1,2.82,2.72,0.1,0.0,488.0,Latin America and the Caribbean,JAM
1826,Jamaica,1925,30.4,66.8,21.2,2.6,0.9,0.2,0.1,2.93,2.81,0.12,0.01,525.0,Latin America and the Caribbean,JAM
1827,Jamaica,1930,28.7,68.2,22.1,3.0,1.1,0.2,0.1,3.04,2.9,0.13,0.01,591.0,Latin America and the Caribbean,JAM
1828,Jamaica,1935,24.5,71.8,23.9,3.4,1.2,0.2,0.1,3.25,3.09,0.15,0.01,661.0,Latin America and the Caribbean,JAM
1829,Jamaica,1940,21.3,74.8,25.7,3.7,1.4,0.3,0.2,3.43,3.25,0.17,0.01,733.0,Latin America and the Caribbean,JAM
1830,Jamaica,1945,19.0,76.5,26.9,4.2,1.6,0.3,0.2,3.57,3.37,0.19,0.01,858.0,Latin America and the Caribbean,JAM
1831,Jamaica,1950,17.6,77.8,27.4,4.3,1.7,0.4,0.2,3.64,3.43,0.2,0.01,845.0,Latin America and the Caribbean,JAM
1832,Jamaica,1955,16.4,78.5,28.3,4.7,1.9,0.4,0.2,3.74,3.51,0.22,0.01,907.0,Latin America and the Caribbean,JAM
1833,Jamaica,1960,15.3,77.6,28.9,6.8,2.5,0.3,0.2,3.93,3.62,0.3,0.01,880.0,Latin America and the Caribbean,JAM
1834,Jamaica,1965,9.2,79.6,31.2,10.4,3.5,0.8,0.4,4.48,4.0,0.46,0.02,901.0,Latin America and the Caribbean,JAM
1835,Jamaica,1970,3.4,82.7,34.2,12.8,4.4,1.1,0.6,4.96,4.34,0.58,0.03,887.0,Latin America and the Caribbean,JAM
1836,Jamaica,1975,2.5,76.0,33.8,20.0,7.1,1.5,0.8,5.54,4.58,0.91,0.05,987.0,Latin America and the Caribbean,JAM
1837,Jamaica,1980,2.1,65.8,31.2,30.5,12.4,1.6,0.9,6.27,4.84,1.38,0.05,1132.0,Latin America and the Caribbean,JAM
1838,Jamaica,1985,4.0,54.2,26.9,39.4,17.0,2.4,1.4,6.86,4.94,1.84,0.08,1294.0,Latin America and the Caribbean,JAM
1839,Jamaica,1990,3.9,46.3,23.8,46.5,21.6,3.3,1.9,7.48,5.09,2.28,0.1,1362.0,Latin America and the Caribbean,JAM
1840,Jamaica,1995,4.9,32.9,17.5,53.8,26.3,8.5,4.7,8.55,5.25,3.04,0.26,1461.0,Latin America and the Caribbean,JAM
1841,Jamaica,2000,5.2,20.1,10.7,61.3,30.6,13.3,7.7,9.59,5.4,3.77,0.42,1533.0,Latin America and the Caribbean,JAM
1842,Jamaica,2005,4.9,15.0,8.0,65.7,33.9,14.4,8.3,10.09,5.5,4.14,0.45,1623.0,Latin America and the Caribbean,JAM
1843,Jamaica,2010,5.3,11.2,6.1,67.9,36.7,15.6,8.9,10.33,5.53,4.31,0.49,1717.0,Latin America and the Caribbean,JAM
1848,Mexico,1870,86.7,13.2,2.9,0.1,0.0,0.1,0.0,0.42,0.41,0.01,0.0,5238.0,Latin America and the Caribbean,MEX
1849,Mexico,1875,84.3,15.5,3.4,0.1,0.0,0.1,0.0,0.5,0.48,0.01,0.0,5543.0,Latin America and the Caribbean,MEX
1850,Mexico,1880,81.8,18.0,3.9,0.2,0.1,0.1,0.1,0.58,0.56,0.02,0.0,5866.0,Latin America and the Caribbean,MEX
1851,Mexico,1885,79.4,20.3,4.4,0.2,0.1,0.1,0.1,0.66,0.63,0.02,0.0,6208.0,Latin America and the Caribbean,MEX
1852,Mexico,1890,77.3,22.4,4.9,0.3,0.1,0.1,0.1,0.73,0.7,0.03,0.0,6569.0,Latin America and the Caribbean,MEX
1853,Mexico,1895,75.2,24.3,5.3,0.3,0.1,0.1,0.1,0.8,0.76,0.03,0.0,7040.0,Latin America and the Caribbean,MEX
1854,Mexico,1900,73.3,26.3,5.7,0.3,0.1,0.1,0.1,0.86,0.82,0.03,0.0,7620.0,Latin America and the Caribbean,MEX
1855,Mexico,1905,67.9,31.0,6.7,0.8,0.3,0.3,0.2,1.09,1.0,0.08,0.01,7994.0,Latin America and the Caribbean,MEX
1856,Mexico,1910,62.5,35.5,7.7,1.5,0.5,0.5,0.3,1.33,1.18,0.13,0.02,8322.0,Latin America and the Caribbean,MEX
1857,Mexico,1915,59.6,37.8,8.2,1.9,0.6,0.6,0.4,1.47,1.28,0.17,0.02,8408.0,Latin America and the Caribbean,MEX
1858,Mexico,1920,63.4,32.9,7.1,2.8,0.9,0.9,0.6,1.47,1.19,0.25,0.03,8130.0,Latin America and the Caribbean,MEX
1859,Mexico,1925,60.9,34.8,7.5,3.2,1.1,1.1,0.7,1.6,1.27,0.29,0.03,9021.0,Latin America and the Caribbean,MEX
1860,Mexico,1930,59.0,36.3,7.8,3.6,1.2,1.1,0.7,1.7,1.34,0.32,0.04,9356.0,Latin America and the Caribbean,MEX
1861,Mexico,1935,50.6,44.3,9.6,3.9,1.3,1.2,0.8,1.98,1.6,0.34,0.04,10550.0,Latin America and the Caribbean,MEX
1862,Mexico,1940,42.7,52.0,11.3,4.0,1.4,1.3,0.8,2.25,1.85,0.36,0.04,10969.0,Latin America and the Caribbean,MEX
1863,Mexico,1945,43.5,51.0,11.1,4.2,1.4,1.3,0.9,2.24,1.83,0.37,0.04,13036.0,Latin America and the Caribbean,MEX
1864,Mexico,1950,45.3,49.0,10.6,4.3,1.5,1.3,0.9,2.2,1.78,0.38,0.04,14863.0,Latin America and the Caribbean,MEX
1865,Mexico,1955,42.4,51.0,11.7,5.2,1.6,1.3,0.9,2.36,1.89,0.42,0.04,16474.0,Latin America and the Caribbean,MEX
1866,Mexico,1960,39.7,52.5,12.1,6.6,1.9,1.3,0.8,2.55,2.01,0.5,0.04,18618.0,Latin America and the Caribbean,MEX
1867,Mexico,1965,35.2,54.3,14.3,8.7,3.6,1.8,1.3,3.02,2.24,0.72,0.06,21346.0,Latin America and the Caribbean,MEX
1868,Mexico,1970,30.7,56.5,17.3,10.6,4.2,2.2,1.6,3.48,2.62,0.78,0.08,24904.0,Latin America and the Caribbean,MEX
1869,Mexico,1975,29.0,51.5,17.9,15.1,6.1,4.4,2.6,4.19,2.96,1.09,0.14,29228.0,Latin America and the Caribbean,MEX
1870,Mexico,1980,25.9,46.7,19.2,21.5,8.6,5.9,3.5,5.01,3.39,1.43,0.19,34466.0,Latin America and the Caribbean,MEX
1871,Mexico,1985,19.6,44.4,19.4,29.1,11.7,6.9,4.1,5.9,3.89,1.79,0.22,40659.0,Latin America and the Caribbean,MEX
1872,Mexico,1990,14.2,41.7,19.7,36.5,14.2,7.5,4.7,6.68,4.34,2.1,0.24,47929.0,Latin America and the Caribbean,MEX
1873,Mexico,1995,10.8,38.9,19.6,40.5,16.2,9.8,6.1,7.37,4.66,2.39,0.32,55099.0,Latin America and the Caribbean,MEX
1874,Mexico,2000,7.9,36.4,19.5,44.0,17.8,11.7,7.6,7.96,4.93,2.64,0.39,61619.0,Latin America and the Caribbean,MEX
1875,Mexico,2005,5.1,29.2,16.5,50.3,21.5,15.4,9.8,8.9,5.26,3.14,0.5,68151.0,Latin America and the Caribbean,MEX
1876,Mexico,2010,4.8,26.8,16.0,50.6,20.8,17.8,11.3,9.18,5.36,3.24,0.58,74660.0,Latin America and the Caribbean,MEX
1881,Nicaragua,1870,94.9,5.1,1.6,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,191.0,Latin America and the Caribbean,NIC
1882,Nicaragua,1875,93.9,6.1,1.8,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,203.0,Latin America and the Caribbean,NIC
1883,Nicaragua,1880,92.6,7.4,2.0,0.0,0.0,0.0,0.0,0.29,0.28,0.0,0.0,216.0,Latin America and the Caribbean,NIC
1884,Nicaragua,1885,91.1,8.9,2.5,0.0,0.0,0.0,0.0,0.35,0.34,0.0,0.0,230.0,Latin America and the Caribbean,NIC
1885,Nicaragua,1890,89.3,10.7,3.0,0.0,0.0,0.0,0.0,0.42,0.41,0.0,0.0,245.0,Latin America and the Caribbean,NIC
1886,Nicaragua,1895,87.4,12.6,3.6,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.0,254.0,Latin America and the Caribbean,NIC
1887,Nicaragua,1900,78.5,20.6,6.0,0.7,0.2,0.2,0.1,0.89,0.85,0.03,0.01,264.0,Latin America and the Caribbean,NIC
1888,Nicaragua,1905,75.3,23.5,6.9,0.9,0.3,0.3,0.2,1.04,0.99,0.04,0.01,283.0,Latin America and the Caribbean,NIC
1889,Nicaragua,1910,73.3,25.5,7.6,1.0,0.4,0.2,0.2,1.12,1.07,0.05,0.01,303.0,Latin America and the Caribbean,NIC
1890,Nicaragua,1915,71.7,26.8,8.2,1.3,0.4,0.3,0.2,1.2,1.14,0.06,0.01,325.0,Latin America and the Caribbean,NIC
1891,Nicaragua,1920,69.7,28.5,8.9,1.6,0.6,0.3,0.2,1.31,1.23,0.07,0.01,346.0,Latin America and the Caribbean,NIC
1892,Nicaragua,1925,66.9,30.9,9.9,1.9,0.7,0.3,0.2,1.45,1.36,0.08,0.01,359.0,Latin America and the Caribbean,NIC
1893,Nicaragua,1930,65.8,31.8,10.4,2.1,0.8,0.3,0.2,1.51,1.41,0.09,0.01,370.0,Latin America and the Caribbean,NIC
1894,Nicaragua,1935,65.7,31.8,10.6,2.2,0.8,0.4,0.2,1.53,1.42,0.09,0.01,397.0,Latin America and the Caribbean,NIC
1895,Nicaragua,1940,65.4,32.2,11.1,2.2,0.8,0.4,0.2,1.55,1.45,0.09,0.01,533.0,Latin America and the Caribbean,NIC
1896,Nicaragua,1945,65.0,32.5,11.5,2.0,0.8,0.5,0.3,1.58,1.47,0.09,0.02,499.0,Latin America and the Caribbean,NIC
1897,Nicaragua,1950,64.1,32.7,7.7,2.7,1.4,0.5,0.4,1.54,1.4,0.13,0.02,632.0,Latin America and the Caribbean,NIC
1898,Nicaragua,1955,59.9,35.3,8.3,3.6,1.9,1.2,1.0,1.83,1.59,0.2,0.04,709.0,Latin America and the Caribbean,NIC
1899,Nicaragua,1960,54.6,38.8,9.2,4.5,2.3,2.1,1.9,2.19,1.83,0.27,0.08,802.0,Latin America and the Caribbean,NIC
1900,Nicaragua,1965,50.5,39.7,9.5,6.3,3.0,3.5,3.3,2.61,2.06,0.41,0.14,925.0,Latin America and the Caribbean,NIC
1901,Nicaragua,1970,47.5,38.9,9.4,8.1,3.8,5.4,5.2,3.07,2.26,0.6,0.21,1096.0,Latin America and the Caribbean,NIC
1902,Nicaragua,1975,44.9,39.4,9.7,9.4,4.2,6.3,6.1,3.38,2.41,0.72,0.25,1298.0,Latin America and the Caribbean,NIC
1903,Nicaragua,1980,42.6,37.9,9.4,11.3,4.9,8.2,7.9,3.84,2.59,0.93,0.32,1527.0,Latin America and the Caribbean,NIC
1904,Nicaragua,1985,39.1,38.4,9.7,13.9,6.2,8.6,8.4,4.21,2.79,1.08,0.34,1762.0,Latin America and the Caribbean,NIC
1905,Nicaragua,1990,34.6,39.4,10.2,17.4,7.7,8.7,8.5,4.64,3.05,1.24,0.34,2005.0,Latin America and the Caribbean,NIC
1906,Nicaragua,1995,30.6,36.8,9.6,23.6,10.2,8.9,8.7,5.19,3.35,1.5,0.35,2344.0,Latin America and the Caribbean,NIC
1907,Nicaragua,2000,25.3,37.9,10.1,26.9,12.1,9.9,9.7,5.7,3.65,1.66,0.39,2722.0,Latin America and the Caribbean,NIC
1908,Nicaragua,2005,19.5,37.7,10.2,32.6,15.1,10.1,9.9,6.28,4.0,1.88,0.4,3169.0,Latin America and the Caribbean,NIC
1909,Nicaragua,2010,15.4,36.6,10.1,37.1,17.9,11.0,10.7,6.82,4.28,2.1,0.43,3666.0,Latin America and the Caribbean,NIC
1914,Panama,1870,96.9,3.1,1.1,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,103.0,Latin America and the Caribbean,PAN
1915,Panama,1875,96.2,3.8,1.3,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.0,108.0,Latin America and the Caribbean,PAN
1916,Panama,1880,95.4,4.6,1.5,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,112.0,Latin America and the Caribbean,PAN
1917,Panama,1885,94.4,5.6,1.6,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.0,122.0,Latin America and the Caribbean,PAN
1918,Panama,1890,93.2,6.8,1.9,0.0,0.0,0.0,0.0,0.27,0.26,0.0,0.0,131.0,Latin America and the Caribbean,PAN
1919,Panama,1895,91.8,8.2,2.4,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,142.0,Latin America and the Caribbean,PAN
1920,Panama,1900,80.2,17.8,5.2,1.8,0.2,0.3,0.1,0.9,0.81,0.08,0.01,152.0,Latin America and the Caribbean,PAN
1921,Panama,1905,76.0,21.3,6.3,2.4,0.3,0.4,0.2,1.11,0.99,0.1,0.01,170.0,Latin America and the Caribbean,PAN
1922,Panama,1910,67.9,27.5,8.3,4.4,0.6,0.3,0.3,1.54,1.36,0.17,0.01,189.0,Latin America and the Caribbean,PAN
1923,Panama,1915,63.1,31.4,9.6,5.2,0.9,0.4,0.3,1.79,1.57,0.21,0.02,221.0,Latin America and the Caribbean,PAN
1924,Panama,1920,59.5,34.2,10.7,5.8,1.1,0.5,0.4,1.99,1.73,0.24,0.02,281.0,Latin America and the Caribbean,PAN
1925,Panama,1925,55.9,36.9,11.8,6.6,1.5,0.7,0.5,2.2,1.9,0.28,0.02,287.0,Latin America and the Caribbean,PAN
1926,Panama,1930,49.9,41.7,13.7,7.7,1.8,0.8,0.6,2.53,2.17,0.33,0.03,297.0,Latin America and the Caribbean,PAN
1927,Panama,1935,42.2,47.7,16.1,9.2,2.3,0.9,0.7,2.95,2.52,0.4,0.03,341.0,Latin America and the Caribbean,PAN
1928,Panama,1940,37.7,51.1,17.8,10.2,2.6,1.0,0.8,3.22,2.74,0.45,0.04,324.0,Latin America and the Caribbean,PAN
1929,Panama,1945,34.2,52.9,18.8,11.7,3.0,1.2,0.9,3.48,2.93,0.52,0.04,442.0,Latin America and the Caribbean,PAN
1930,Panama,1950,31.2,53.4,22.9,13.9,3.6,1.5,1.0,3.87,3.21,0.61,0.05,479.0,Latin America and the Caribbean,PAN
1931,Panama,1955,26.6,55.3,24.5,16.1,4.1,2.0,1.2,4.26,3.48,0.72,0.06,528.0,Latin America and the Caribbean,PAN
